place_name,place_id,lat,lng,type,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Arena Entertaiment,ChIJGWHdnLKu1TER9_FWedco2Vo,0.5058694000000001,101.4350724,night_club,"[55, 30, 15, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 15, 25, 40, 55, 55]","[40, 25, 10, 5, 0, 0, 0, 0, 5, 10, 15, 15, 10, 5, 5, 10, 15, 20, 20, 25, 35, 55, 80, 90]","[65, 30, 10, 0, 5, 5, 5, 5, 10, 10, 10, 15, 15, 15, 15, 10, 10, 15, 20, 30, 40, 45, 50, 80]","[85, 30, 5, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 10, 10, 15, 15, 15, 20, 30, 45, 65, 80, 75]","[55, 35, 15, 5, 0, 0, 0, 0, 0, 10, 25, 10, 5, 10, 15, 15, 15, 15, 15, 20, 35, 60, 75, 80]","[60, 35, 15, 5, 5, 5, 0, 5, 0, 5, 5, 5, 10, 10, 10, 15, 15, 20, 30, 40, 45, 55, 75, 100]","[90, 55, 20, 10, 0, 0, 0, 0, 5, 5, 10, 15, 15, 15, 15, 15, 15, 15, 25, 40, 60, 75, 85, 75]"
Family Box,ChIJGYaFW5Ku1TERV-hZ8QetPps,0.4994803,101.4661837,night_club,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 9, 17, 25, 31, 32, 31, 32, 43, 64, 80, 74, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 12, 22, 31, 35, 34, 32, 37, 51, 62, 56, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 16, 28, 38, 44, 45, 45, 51, 64, 71, 60, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 12, 26, 41, 50, 48, 42, 40, 50, 64, 70, 59, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 14, 31, 47, 54, 48, 37, 36, 49, 63, 61, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 13, 29, 44, 45, 35, 34, 52, 80, 100, 98, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 16, 29, 43, 55, 62, 63, 65, 76, 86, 68, 0]"
Club Executive CE7,ChIJJfqMZwms1TERFl6DPJfVDp0,0.528563,101.4382904,night_club,"[47, 47, 42, 36, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 5, 7, 10, 16, 20, 26, 30, 33]","[38, 41, 38, 27, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 5, 7, 10, 13, 17, 26, 36, 47]","[52, 52, 44, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 5, 7, 8, 14, 22, 30, 35, 38]","[41, 50, 52, 39, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 5, 11, 25, 45, 70, 88]","[97, 95, 85, 63, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 7, 8, 10, 20, 45, 76, 91]","[91, 94, 100, 83, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 4, 7, 10, 16, 22, 30, 38, 44]"
MP Club,ChIJSRPzUhKs1TERfY0QakYb8eQ,0.5318499000000001,101.4480708,night_club,"[13, 31, 42, 56, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 4, 9]","[19, 33, 40, 41, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5, 8, 11]","[16, 25, 35, 41, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 5, 9]","[20, 33, 41, 41, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7, 11, 17]","[30, 53, 70, 63, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 7, 13]","[29, 53, 66, 63, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 6, 12, 25]","[49, 79, 100, 97, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 5]"
CGV Studio Pekanbaru,ChIJYcEdBaiu1TERQJJuhdns2t8,0.5101367,101.4469543,movie_theater,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 28, 32, 35, 35, 33, 29, 26, 30, 36, 28, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 30, 36, 39, 40, 39, 35, 29, 23, 16, 11, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 18, 25, 32, 36, 35, 29, 28, 45, 59, 35, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 26, 30, 35, 36, 36, 33, 33, 40, 45, 33, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 25, 30, 35, 38, 38, 39, 45, 52, 52, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 33, 42, 52, 61, 64, 57, 47, 56, 85, 78, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 57, 74, 88, 98, 100, 94, 81, 66, 47, 32, 0, 0]"
Ciputra Seraya XXI,ChIJVfTatHiCeC4RKlB6jQtU7Lg,0.5360614,101.4301886,movie_theater,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47, 100, 78, 31, 10, 21, 31, 36, 36, 26, 15, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 42, 57, 52, 36, 21, 15, 15, 31, 42, 42, 21, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 42, 68, 73, 57, 31, 15, 10, 26, 36, 36, 21, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 31, 42, 42, 31, 21, 15, 26, 47, 52, 36, 10, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 63, 94, 78, 42, 15, 5, 5, 5, 21, 94, 78, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 57, 78, 73, 57, 36, 31, 52, 94, 100, 63, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 31, 52, 63, 68, 57, 47, 63, 94, 94, 57, 0, 0]"
Cinemaxx Living World,ChIJEXOan7Gp1TERG4PKT1ntqV4,0.5002414000000001,101.4200645,movie_theater,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 5, 12, 17, 17, 15, 20, 32, 47, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 5, 9, 12, 15, 22, 35, 43, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 10, 15, 18, 20, 24, 34, 53, 65, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 10, 20, 25, 28, 35, 53, 72, 73, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 8, 17, 24, 30, 40, 54, 71, 78, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 14, 29, 42, 52, 55, 56, 65, 85, 100, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11, 25, 37, 45, 47, 51, 62, 80, 91, 82, 0, 0]"
Metro Plaza,ChIJt7c8oJOu1TERJ1eGqIm9wU8,0.4997860999999999,101.4637818,shopping_mall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 34, 39, 32, 31, 40, 42, 34, 32, 46, 61, 55, 33, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 36, 37, 33, 31, 36, 42, 46, 45, 52, 67, 65, 37, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 45, 41, 39, 44, 51, 53, 47, 41, 54, 76, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 69, 62, 43, 46, 55, 52, 39, 32, 44, 65, 69, 45, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 36, 44, 51, 55, 55, 51, 44, 42, 70, 100, 55, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 73, 72, 56, 59, 80, 84, 64, 52, 70, 94, 83, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 37, 44, 52, 65, 80, 85, 73, 67, 89, 92, 48, 0, 0]"
Kedaung Table Top Plaza,ChIJyciJeTmp1TERkUcA-ZYa_-E,0.4924359,101.419789,shopping_mall,"[0, 0, 0, 0, 0, 0, 0, 0, 57, 92, 94, 75, 70, 79, 83, 70, 48, 25, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 44, 61, 64, 62, 68, 77, 79, 64, 42, 22, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 20, 50, 79, 88, 77, 75, 90, 94, 68, 31, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 81, 90, 81, 64, 77, 100, 61, 14, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 72, 77, 79, 83, 88, 87, 79, 66, 51, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 62, 85, 72, 75, 85, 88, 83, 70, 53, 37, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 51, 68, 81, 83, 74, 59, 40, 24, 0, 0, 0, 0, 0, 0]"
Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,supermarket,"[0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 33, 33, 27, 22, 16, 16, 16, 16, 16, 16, 50, 22, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 33, 33, 33, 33, 33, 27, 27, 27, 33, 38, 38, 27, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 33, 27, 16, 16, 27, 22, 11, 22, 44, 61, 61, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 22, 27, 27, 22, 16, 11, 11, 27, 50, 61, 61, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 27, 16, 11, 16, 22, 22, 22, 16, 16, 33, 61, 77, 72, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 50, 50, 38, 33, 27, 33, 27, 22, 11, 22, 61, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 33, 44, 61, 72, 77, 72, 61, 50, 33, 33, 61, 100, 88, 38, 0, 0]"
Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,supermarket,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 18, 22, 22, 23, 30, 41, 47, 45, 50, 72, 86, 61, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 26, 36, 35, 30, 31, 36, 41, 41, 38, 53, 88, 62, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13, 21, 26, 29, 31, 35, 39, 41, 48, 70, 84, 57, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 15, 19, 20, 20, 23, 30, 38, 43, 53, 74, 82, 55, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 31, 28, 19, 17, 25, 36, 43, 43, 44, 62, 80, 59, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 33, 46, 47, 43, 42, 45, 44, 36, 29, 55, 100, 62, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 22, 23, 21, 28, 41, 50, 50, 53, 63, 67, 0, 0, 0, 0]"
Indomaret Sudirman 422,ChIJqy2zmaSu1TERg3atYLQeud0,0.5073584,101.4503607,supermarket,"[10, 10, 10, 10, 0, 0, 0, 10, 10, 10, 20, 20, 20, 20, 20, 20, 30, 50, 70, 90, 100, 90, 70, 40]","[10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 20, 20, 30, 40, 40, 40, 40, 40, 40, 50, 60, 60, 30]","[10, 0, 0, 10, 10, 10, 10, 10, 20, 30, 40, 50, 50, 50, 40, 30, 20, 20, 40, 70, 90, 80, 70, 40]","[10, 10, 10, 0, 0, 0, 10, 30, 20, 10, 10, 30, 40, 40, 40, 30, 30, 40, 50, 60, 70, 60, 50, 30]","[10, 10, 0, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 40, 70, 80, 80, 60, 50, 50, 70, 100, 100, 80]","[60, 30, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 30, 40, 40, 40, 30, 40, 50, 70, 80, 80, 70]","[40, 20, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 30, 40, 50, 60, 50, 40, 40, 40, 40, 40, 30]"
Alfamart Kini Balu,ChIJ_41NHD2s1TERMT083HBqGqw,0.5261210999999999,101.4592768,supermarket,"[0, 0, 0, 0, 0, 0, 0, 12, 21, 34, 48, 63, 75, 80, 78, 70, 63, 58, 58, 58, 56, 48, 36, 0]","[0, 0, 0, 0, 0, 0, 0, 17, 31, 48, 60, 65, 60, 58, 58, 60, 58, 60, 78, 95, 90, 58, 26, 0]","[0, 0, 0, 0, 0, 0, 0, 19, 29, 41, 56, 68, 73, 75, 68, 60, 53, 53, 63, 70, 63, 46, 24, 0]","[0, 0, 0, 0, 0, 0, 0, 17, 26, 36, 41, 46, 53, 65, 73, 70, 63, 65, 75, 85, 80, 58, 34, 0]","[0, 0, 0, 0, 0, 0, 0, 12, 19, 29, 39, 48, 56, 60, 63, 65, 73, 80, 85, 82, 70, 48, 29, 0]","[0, 0, 0, 0, 0, 0, 0, 14, 29, 41, 51, 56, 53, 46, 46, 51, 58, 65, 65, 58, 43, 29, 17, 0]","[0, 0, 0, 0, 0, 0, 0, 12, 24, 43, 60, 73, 70, 63, 58, 60, 65, 60, 58, 82, 100, 58, 14, 0]"
Indomaret,ChIJGb3o5ROs1TERvVixLMtEYLo,0.5297386000000001,101.4499334,supermarket,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 13, 20, 33, 40, 46, 46, 46, 40, 33, 26, 20, 6]","[6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 20, 33, 40, 40, 33, 26, 40, 53, 53, 40]","[13, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 13, 13, 6, 6, 6, 13, 26, 40, 46, 46, 40, 26]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 13, 13, 13, 13, 13, 13, 13, 33, 46, 60, 53]","[26, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 26, 46, 53, 53, 40, 40, 53, 80, 100, 86]","[53, 13, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 13, 26, 40, 53, 60, 60, 60, 60, 73, 86, 80]","[53, 13, 6, 6, 6, 6, 6, 6, 6, 6, 6, 13, 26, 40, 53, 60, 53, 40, 26, 6, 6, 33, 40, 6]"
Lotte Wholesale Pekanbaru,ChIJ-_2DtVqp1TER0T9vmjaboOc,0.5062468999999999,101.420908,supermarket,"[0, 0, 0, 0, 0, 0, 0, 8, 23, 44, 64, 72, 68, 65, 72, 79, 71, 55, 52, 58, 51, 29, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 14, 30, 48, 64, 72, 73, 72, 72, 68, 58, 47, 44, 45, 38, 22, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 11, 19, 30, 42, 54, 64, 70, 72, 68, 59, 49, 47, 56, 54, 27, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 10, 26, 47, 62, 66, 65, 72, 83, 84, 69, 55, 52, 54, 49, 35, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 19, 35, 51, 62, 67, 66, 66, 71, 78, 74, 57, 38, 46, 69, 47, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 13, 27, 44, 60, 71, 80, 90, 100, 99, 85, 68, 64, 71, 69, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 6, 17, 34, 53, 69, 78, 82, 86, 92, 92, 82, 72, 73, 66, 39, 0, 0]"
Pasar Buah Pekanbaru,ChIJz5WQkb6u1TEROcnCcmB6jdA,0.5346524,101.4474015,supermarket,"[0, 0, 0, 0, 0, 0, 0, 4, 11, 20, 29, 33, 32, 31, 33, 40, 45, 45, 42, 60, 80, 45, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 8, 17, 26, 33, 33, 30, 31, 40, 54, 60, 56, 62, 76, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 7, 17, 29, 38, 40, 35, 34, 42, 54, 57, 49, 63, 86, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 7, 14, 21, 27, 29, 29, 31, 39, 48, 49, 45, 56, 70, 43, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 8, 17, 27, 32, 32, 29, 33, 43, 52, 52, 45, 56, 76, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 10, 20, 33, 43, 45, 43, 46, 56, 65, 65, 57, 67, 100, 66, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 5, 15, 31, 48, 58, 58, 54, 58, 68, 74, 71, 71, 86, 84, 46, 0, 0]"
Alfamart Tuanku Tambusai 2,ChIJyfFlekap1TERfuT5iQindNg,0.5010777000000001,101.4203673,supermarket,"[55, 25, 20, 22, 10, 10, 10, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 17, 30, 42, 55, 55]","[47, 32, 20, 12, 15, 10, 7, 7, 5, 7, 7, 7, 7, 10, 10, 10, 12, 12, 17, 22, 27, 35, 40, 42]","[42, 37, 30, 22, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 27, 42, 55, 55]","[42, 27, 17, 12, 10, 10, 12, 15, 10, 5, 2, 2, 5, 7, 10, 12, 15, 17, 20, 25, 37, 50, 52, 42]","[30, 20, 15, 12, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 10, 17, 32, 52, 72, 77]","[67, 45, 27, 15, 15, 12, 12, 12, 12, 12, 0, 12, 12, 12, 12, 12, 12, 12, 15, 22, 40, 65, 92, 100]","[87, 60, 35, 20, 25, 22, 20, 17, 12, 10, 7, 5, 7, 10, 12, 17, 22, 25, 27, 25, 27, 52, 95, 97]"
Transmart Carrefour Pekanbaru,ChIJyWEmYOOr1TERCg6J8CqOomA,0.5031186000000001,101.4200232,supermarket,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 13, 18, 24, 29, 32, 33, 34, 38, 48, 52, 42, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 13, 18, 24, 28, 31, 32, 31, 34, 43, 49, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 17, 24, 30, 33, 33, 32, 35, 43, 54, 58, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 21, 25, 27, 30, 33, 34, 35, 42, 54, 61, 50, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 11, 17, 22, 28, 32, 34, 35, 40, 53, 62, 51, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 25, 35, 46, 55, 60, 62, 60, 63, 80, 100, 87, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 36, 49, 61, 72, 78, 76, 70, 68, 65, 55, 37, 0, 0]"
Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,store,"[0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 33, 33, 27, 22, 16, 16, 16, 16, 16, 16, 50, 22, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 33, 33, 33, 33, 33, 27, 27, 27, 33, 38, 38, 27, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 33, 27, 16, 16, 27, 22, 11, 22, 44, 61, 61, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 22, 27, 27, 22, 16, 11, 11, 27, 50, 61, 61, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 27, 16, 11, 16, 22, 22, 22, 16, 16, 33, 61, 77, 72, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 50, 50, 38, 33, 27, 33, 27, 22, 11, 22, 61, 44, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 33, 44, 61, 72, 77, 72, 61, 50, 33, 33, 61, 100, 88, 38, 0, 0]"
Naga Swalayan,ChIJjQiDPMyu1TER-VkVgSVp_k8,0.4907185999999999,101.4388513,store,"[0, 0, 0, 0, 0, 0, 0, 0, 26, 55, 86, 100, 86, 60, 47, 52, 57, 47, 26, 13, 52, 60, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 73, 92, 78, 60, 65, 78, 65, 34, 15, 23, 44, 47, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 23, 42, 63, 78, 86, 84, 68, 50, 36, 34, 36, 42, 42, 34, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 26, 44, 63, 76, 81, 73, 63, 57, 57, 50, 34, 39, 57, 50, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 71, 65, 50, 44, 55, 71, 76, 68, 52, 36, 42, 55, 31, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 26, 36, 44, 52, 55, 52, 44, 34, 31, 44, 65, 47, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 50, 50, 39, 28, 31, 36, 39, 47, 71, 89, 78, 42, 0, 0]"
Toserba Mama,ChIJRfl9KRKs1TERZ24eaPgtW3M,0.5292235,101.4477167,store,"[0, 0, 0, 0, 0, 0, 0, 0, 37, 44, 27, 37, 51, 62, 65, 68, 62, 55, 44, 48, 58, 37, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 24, 44, 51, 44, 31, 24, 31, 37, 37, 31, 24, 44, 68, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 27, 34, 37, 37, 37, 37, 34, 31, 27, 31, 31, 27, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 17, 27, 37, 44, 44, 37, 34, 34, 37, 44, 48, 41, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 24, 44, 48, 34, 17, 20, 41, 58, 55, 37, 31, 34, 41, 41, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 24, 27, 34, 37, 41, 41, 41, 37, 34, 41, 100, 75, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 20, 17, 13, 17, 27, 34, 44, 48, 51, 51, 44, 34, 0, 0]"
TOSERBA FHAJAR ( SWALAYAN ECERAN & GROSIR ),ChIJPTvsv42u1TERlh28FYGHenU,0.500128,101.469479,store,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 16, 50, 41, 16, 8, 16, 25, 41, 50, 50, 41, 41, 41, 50, 33, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 83, 100, 41, 8, 16, 25, 33, 33, 33, 50, 66, 33, 8, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 25, 25, 16, 16, 25, 41, 50, 58, 66, 58, 50, 41, 25, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 16, 41, 50, 41, 25, 25, 33, 25, 25, 16, 25, 33, 50, 50, 33, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 25, 50, 66, 66, 58, 33, 25, 25, 25, 25, 25, 25, 50, 75, 41, 0]"
Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,store,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 18, 22, 22, 23, 30, 41, 47, 45, 50, 72, 86, 61, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 26, 36, 35, 30, 31, 36, 41, 41, 38, 53, 88, 62, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13, 21, 26, 29, 31, 35, 39, 41, 48, 70, 84, 57, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 15, 19, 20, 20, 23, 30, 38, 43, 53, 74, 82, 55, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 31, 28, 19, 17, 25, 36, 43, 43, 44, 62, 80, 59, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 33, 46, 47, 43, 42, 45, 44, 36, 29, 55, 100, 62, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 22, 23, 21, 28, 41, 50, 50, 53, 63, 67, 0, 0, 0, 0]"
V-Communication,ChIJe99uAhOs1TERbsf38JkAKCs,0.5326945,101.4481772,store,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 64, 69, 80, 87, 86, 82, 80, 77, 66, 50, 31, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 66, 67, 70, 80, 90, 87, 70, 52, 47, 52, 46, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 64, 58, 61, 74, 85, 85, 74, 60, 52, 46, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 57, 60, 63, 69, 72, 69, 62, 58, 57, 55, 46, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 76, 75, 74, 84, 96, 100, 86, 65, 50, 45, 37, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 62, 73, 78, 78, 72, 61, 49, 43, 49, 58, 49, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 29, 34, 41, 46, 49, 47, 44, 41, 41, 37, 28, 0, 0]"
